Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
180,None,None,Light Acceleration,Continue Cruising with Pre-Turn Preparation,False,"Throttle: 0.488, Steer: 0.025 (no change), Brake: 0.0","I am currently following a right turn instruction from the GPS Route Instruction, but there is no immediate need to execute it yet since we are not approaching an intersection. The current speed and steering input suggest that the vehicle is cruising on a straight road segment. However, considering the upcoming turn, I should start preparing for the maneuver by adjusting my trajectory."
181,None,None,Slight Right / Follow Curve,Maintain Current Course,False,"Throttle: 0.491, Steer: 0.036, Brake: 0.0","I am currently following a right turn instruction from the GPS route, but there is no immediate indication of an intersection or a need to change direction. The current speed and steering input suggest that the vehicle is on a straight section of road. However, I must maintain awareness of the surroundings and be prepared for any potential hazards."
182,None,None,Light Acceleration,Maintain Current Speed / Continue Straight,False,"Throttle: 0.494, Steer: 0.059, Brake: 0.0","I am currently on a straight path heading west and need to turn right at an upcoming intersection. However, there are no traffic lights in sight, so I must continue driving safely until I reach the intersection."
183,None,None,Slight Right / Follow Curve,Maintain Current Speed / Continue Straight,False,"Throttle: 0.496, Steer: 0.046, Brake: 0.0","I am currently on a straight path heading west and need to turn right at an upcoming intersection. However, there are no traffic lights in sight, so I must continue driving safely until I reach the intersection."
184,None,None,Slight Right / Follow Curve,Maintain Current Speed / Continue Straight,False,"Throttle: 0.498, Steer: 0.052, Brake: 0.0","I am currently on a straight path heading west and need to turn right at an upcoming intersection. However, there is no immediate traffic light or obstacle in my path, so I can continue driving smoothly until the turn is necessary."
185,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.498, Steer: 0.055, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
186,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.501, Steer: 0.054, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
187,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.506, Steer: 0.052, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
188,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.507, Steer: 0.051, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
189,None,None,Slight Right / Follow Curve,Continue Straight / Maintain Current Course,False,"Throttle: 0.508, Steer: 0.051, Brake: 0.0","I am currently following a route instruction to turn right at an upcoming intersection, but there is no immediate indication of a red light or other hazards that would require me to stop. The current speed and steering input suggest I am on track to reach the intersection safely."
190,None,None,Strong Acceleration,Continue Straight,False,"Throttle: 0.511, Steer: 0.052, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
191,None,None,Strong Acceleration,Gradual Speed Reduction,False,"Throttle: 0.3 (reduced from 0.513), Steer: 0.048 (no change), Brake: 0.0","I am currently following a right turn instruction from the GPS Route Instruction, but there is no immediate intersection or traffic light to trigger the turn. The current speed and steering input suggest that the vehicle is on a straight section of road. To maintain safe driving, I should continue to follow the current steering input while gradually reducing speed to prepare for the upcoming turn."
192,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.52, Steer: 0.047, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
193,None,None,Slight Right / Follow Curve,Continue Driving / Lane Keeping,False,"Throttle: 0.518, Steer: 0.051, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
194,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.52, Steer: 0.052, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
195,None,None,Slight Right / Follow Curve,Maintain Current Speed / Continue Straight,False,"Throttle: 0.524, Steer: 0.053, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving in a safe manner until I reach the designated turn point."
196,None,None,Strong Acceleration,Continue Driving / Maintain Lane Keeping,False,"Throttle: 0.526, Steer: 0.053, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
197,None,None,Slight Right / Follow Curve,Continue Driving / Maintain Lane Keeping,False,"Throttle: 0.526, Steer: 0.05, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
198,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.527, Steer: 0.051, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
199,None,None,Slight Right / Follow Curve,Continue Driving / Maintain Lane Keeping,False,"Throttle: 0.535, Steer: 0.052, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
200,None,None,Slight Right / Follow Curve,Continue Driving / Maintain Lane Keeping,False,"Throttle: 0.537, Steer: 0.051, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
201,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.538, Steer: 0.051, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there are no traffic lights in sight, so I don't need to brake or stop immediately. I will continue to maintain my current speed while preparing for the upcoming turn."
202,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.54, Steer: 0.051, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn right at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
203,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.537, Steer: 0.051, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there are no traffic lights in sight, so I don't need to brake or stop immediately. I will continue to maintain my current speed while preparing for the upcoming turn."
204,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.54, Steer: 0.051, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there are no traffic lights in sight, so I don't need to brake or stop immediately. I will continue to maintain my current speed while preparing for the upcoming turn."
205,None,None,Slight Right / Follow Curve,Continue Straight / Maintain Current Course,False,"Throttle: 0.542, Steer: 0.051, Brake: 0.0","I am currently following a route instruction to turn right at an upcoming intersection, but there is no immediate indication of a red light or other hazards that would require me to stop. The current speed and steering input suggest I am on track to reach the intersection safely."
206,None,None,Slight Right / Follow Curve,Continue Straight / Maintain Current Course,False,"Throttle: 0.541, Steer: 0.051, Brake: 0.0","I am currently following a route instruction to turn right at an upcoming intersection, but there is no immediate indication of a red light or other hazards that would require me to stop. The current speed and steering input suggest I am on track to reach the intersection safely."
207,None,None,Slight Right / Follow Curve,Continue Straight / Maintain Current Course,False,"Throttle: 0.532, Steer: 0.051, Brake: 0.0","I am currently following a route instruction to turn right at an upcoming intersection, but there is no immediate indication of a red light or other hazards that would require me to stop. The current speed and steering input suggest I am on track to reach the intersection safely."
208,None,None,Slight Right / Follow Curve,Continue Straight / Maintain Current Course,False,"Throttle: 0.527, Steer: 0.052, Brake: 0.0","I am currently following a route instruction to turn right at an upcoming intersection, but there is no immediate indication of a red light or other hazards that would require me to stop. The current speed and steering input suggest I am on track to reach the intersection safely."
209,None,None,Slight Right / Follow Curve,Continue Straight / Maintain Course,False,"Throttle: 0.52, Steer: 0.052, Brake: 0.0","I am currently following a route instruction to turn right at an upcoming intersection, but there is no immediate indication of a red light or other hazards that would require me to stop. The current speed and steering input suggest I am maintaining a steady course while approaching the turn."
210,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.518, Steer: 0.052, Brake: 0.0","I am currently following a GPS route instruction to turn right at an upcoming intersection, but there is no immediate indication of a red traffic light or any other hazards that would require me to stop or change course suddenly. The current speed and steering are suitable for maintaining lane position."
211,None,None,Slight Right / Follow Curve,Continue Driving / Lane Keeping,False,"Throttle: 0.511, Steer: 0.052, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
212,None,None,Slight Right / Follow Curve,Continue Driving / Lane Keeping,False,"Throttle: 0.506, Steer: 0.053, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
213,None,None,Slight Right / Follow Curve,Maintain Current Speed / Steer Correction,False,"Throttle: 0.501, Steer: 0.053, Brake: 0.0","The current speed is relatively high at 23.7 km/h and the GPS Route Instruction is to drive straight, so I need to maintain a safe distance from other vehicles on the road while also following the route instruction."
214,None,vehicle,Slight Right / Follow Curve,Adjust Speed,False,"Throttle: 0.3, Steer: 0.052, Brake: 0.0",I need to maintain a safe distance and speed while driving straight as per the GPS Route Instruction. The approaching vehicle requires me to adjust my speed accordingly.
215,None,vehicle,Slight Right / Follow Curve,Adjust Speed,False,"Throttle: 0.3, Steer: 0.053, Brake: 0.0",I need to maintain a safe distance and speed while driving straight as per the GPS Route Instruction. The approaching vehicle requires me to adjust my speed accordingly.
216,None,vehicle,Light Acceleration,Adjust Speed / Maintain Distance,False,"Throttle: 0.3 (reduce throttle to slow down), Steer: 0.058 (no change in steering), Brake: 0.0 (no braking needed)","I need to maintain a safe distance and speed while driving straight as per the GPS Route Instruction. There is another vehicle approaching from the front, so I must adjust my speed accordingly."
217,None,vehicle,Light Acceleration,Adjust Speed / Maintain Distance,False,"Throttle: 0.3 (reduce throttle to slow down), Steer: 0.046 (no change in steering), Brake: 0.0 (no braking required)","I need to maintain a safe distance and speed while driving straight as per the GPS Route Instruction. There is another vehicle approaching from the front, so I must adjust my speed accordingly."
218,None,vehicle,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.2, Steer: 0.05, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
219,None,vehicle,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.2, Steer: 0.053, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
220,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.476, Steer: 0.054, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn left at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
221,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.478, Steer: 0.053, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn left at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
222,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.486, Steer: 0.051, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn left at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
223,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.478, Steer: 0.052, Brake: 0.0","I am currently on a straight path with no traffic lights in sight, and my GPS Route Instruction is to turn left at the upcoming intersection. However, I need to maintain lane keeping based on immediate road geometry until I reach the physical intersection."
224,None,None,Slight Right / Follow Curve,Gradual Turn Preparation,False,"Throttle: 0.2 (slightly reduce throttle to slow down), Steer: 0.1 (start gentle left steering input), Brake: 0.0","I am approaching an intersection where a left turn is instructed by the GPS Route Instruction. However, there are no traffic lights visible, so I need to be cautious and maintain control of the vehicle. The current speed is moderate, but not too high for a turn."
225,None,None,Slight Right / Follow Curve,Continue Straight / Prepare for Turn,False,"Throttle: 0.473, Steer: 0.054, Brake: 0.0","I am approaching a turn instruction to turn left, but there is no immediate need for braking or yielding as there are no traffic lights in sight. However, I must continue to follow the GPS route instruction and prepare for the upcoming turn."
226,None,vehicle,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.2, Steer: 0.053, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, and there's another vehicle approaching from the front. To maintain safe distance and follow the GPS route instruction, I need to slow down gradually before turning left at the upcoming intersection."
227,None,vehicle,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.5, Steer: 0.052, Brake: 0.2","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safe distance and follow the GPS route instruction, I need to slow down gradually while keeping an eye on the approaching vehicle."
228,None,vehicle,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.5, Steer: 0.052, Brake: 0.2","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
229,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.5, Steer: 0.054, Brake: 0.2","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
230,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.5, Steer: 0.032, Brake: 0.2","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safe distance and prepare for potential maneuvers, I will slow down gradually."
231,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.5, Steer: -0.002 (to maintain current trajectory), Brake: 0.2","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safe distance and prepare for potential turns ahead, I need to slow down gradually."
232,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.5, Steer: -0.013, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safe distance and prepare for potential maneuvers, I will slow down gradually."
233,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.2","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
234,None,vehicle,Strong Acceleration,Gradual Deceleration / Maintain Safe Distance,False,"Throttle: 0.5, Steer: 0.005, Brake: 0.2","I need to slow down and prepare for the upcoming turn, but there's a vehicle approaching from the front that requires me to maintain a safe distance. The GPS Route Instruction indicates a left turn is planned, but it's not yet time to execute it."
235,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.4, Steer: 0.0, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safe distance and prepare for potential maneuvers, I will slow down gradually."
236,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.3, Steer: -0.002, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safe distance and prepare for potential maneuvers, I will slow down gradually."
237,None,vehicle,Strong Acceleration,Gradual Speed Reduction,False,"Throttle: 0.4 (reducing speed), Steer: 0.0 (no turn required yet), Brake: 0.0 (no hard braking necessary)","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safety and prepare for potential maneuvers, I will slow down gradually to match the speed of the approaching vehicle."
238,None,vehicle,Strong Acceleration,Gradual Speed Reduction,False,"Throttle: 0.3, Steer: 0.001, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safety and prepare for potential maneuvers, I will slow down gradually to match the speed of the approaching vehicle."
239,None,vehicle,Strong Acceleration,Gradual Speed Reduction,False,"Throttle: 0.3 (reduced from 0.649), Steer: -0.0, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safety and prepare for potential maneuvers, I will slow down gradually to match the speed of the approaching vehicle."
240,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.3, Steer: -0.0, Brake: 0.0","I am currently on a straight road with no traffic lights ahead, and there's another vehicle approaching from the front. To maintain safe distance and prepare for potential turns, I need to slow down gradually."
241,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.4, Steer: 0.0, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safe distance and prepare for potential maneuvers, I will slow down gradually."
242,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.4, Steer: 0.0, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safe distance and prepare for potential turns, I will slow down gradually while keeping the vehicle in its current lane."
243,None,None,Strong Acceleration,Gradual Turn Preparation,False,"Throttle: 0.5 (reduce speed), Steer: -0.1 (start gentle turn preparation), Brake: 0.0","I am currently traveling at a moderate speed and approaching an intersection where I need to turn left according to the GPS Route Instruction. However, there are no traffic lights in sight, so I must be cautious and maintain control of the vehicle."
244,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.4, Steer: -0.0, Brake: 0.0","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safe distance and prepare for potential turns ahead, I need to slow down gradually."
245,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.4, Steer: 0.0, Brake: 0.0","I am currently on a straight road with no traffic lights ahead, and there's another vehicle approaching from the front. To maintain safe distance and follow the GPS route instruction, I need to slow down gradually before reaching the intersection where I'll turn left."
246,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.4, Steer: 0.0, Brake: 0.0","I am currently on a straight road with no traffic lights ahead, and there's another vehicle approaching from the front. To maintain safe distance and prepare for potential turns, I need to slow down gradually."
247,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.3, Steer: -0.0, Brake: 0.0","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
248,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.3, Steer: 0.0, Brake: 0.2","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
249,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.3, Steer: 0.0, Brake: 0.0","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
250,None,None,Strong Acceleration,Adjust Steering / Lane Keeping,False,"Throttle: 0.64, Steer: -0.1, Brake: 0.0","I am approaching a turn instruction to turn left, but there is no immediate indication of an intersection or traffic light ahead. I need to maintain lane keeping and adjust my trajectory accordingly."
251,None,None,Strong Acceleration,Continue Straight,False,"Throttle: 0.643, Steer: -0.0, Brake: 0.0","I am approaching a turn instruction from the GPS route, but there is no immediate need to slow down or stop since there are no traffic lights in sight. However, I must maintain lane keeping based on the current road geometry and only execute the navigation command when a physical intersection is reached."
252,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.4, Steer: -0.0, Brake: 0.0","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safe distance and prepare for potential turns ahead, I need to slow down gradually."
253,None,vehicle,Strong Acceleration,Gradual Deceleration,False,"Throttle: 0.3, Steer: -0.0, Brake: 0.0","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safe distance and prepare for potential turns ahead, I need to slow down gradually."
254,None,vehicle,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.4, Steer: 0.01, Brake: 0.2","I am currently on a straight road with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
255,None,vehicle,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.3, Steer: 0.073, Brake: 0.2","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front. To maintain safety, I need to slow down before reaching the intersection where I'll turn left according to the GPS Route Instruction."
256,None,vehicle,Decelerate,Gradual Speed Reduction,False,"Throttle: 0.4, Steer: 0.076, Brake: 0.0","I am currently on a straight path with no traffic lights ahead, but there is another vehicle approaching from the front. To maintain safety and prepare for potential maneuvers, I will slow down to match the speed of the approaching vehicle."
257,None,None,Decelerate,Adjust Steering,False,"Throttle: 0.0, Steer: -0.05 (adjusting the steering to begin turning left), Brake: 0.3","I am approaching a turn instruction from the GPS route, but there is no immediate indication of an intersection or traffic light ahead. The current speed and steering action suggest that the vehicle is navigating through a curve. To maintain safe control and prepare for the upcoming left turn, I should adjust the steering to align with the turn instruction."
258,None,None,Decelerate,Gradual Turn Preparation,False,"Throttle: 0.2 (slightly reduce speed), Steer: 0.1 (gradually increase steering angle to prepare for left turn)","I am approaching a turn instruction to turn left, but there is no immediate indication of an intersection or traffic light ahead. The current speed and steering action suggest that the vehicle is slowing down for the upcoming turn. However, I need to ensure safe navigation through the turn."
259,None,None,Slight Right / Follow Curve,Continue Turning,False,"Throttle: 0.0, Steer: 0.053 (continue gentle turn), Brake: 0.17 (maintain gentle deceleration)","I am approaching a turn instruction to turn left, but there is no immediate indication of an intersection or traffic light ahead. The current speed and steering action suggest that the vehicle is already in the process of turning. However, I need to ensure that the vehicle maintains its lane position and adjusts its trajectory accordingly."
260,None,None,Light Acceleration,Maintain Current Course,False,"Throttle: 0.589, Steer: 0.054, Brake: 0.0

Note: I will continue to follow the left turn instruction, but only execute it when a physical intersection is reached and the vehicle's surroundings indicate a need to slow down or change direction.","I am currently following a left turn instruction from the GPS route, but there is no immediate indication of an intersection or a need to slow down. The current speed and steering input suggest that the vehicle is navigating through a straight section of road."
261,None,None,Slight Right / Follow Curve,Maintain Current Course,False,"Throttle: 0.42, Steer: 0.046, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate indication of an intersection or a need to slow down. The current speed and steering inputs suggest that the vehicle is on a straight section of road. However, I must continue to monitor the surroundings for any potential hazards or changes in the road geometry."
262,None,None,Slight Right / Follow Curve,Continue Navigation,False,"Throttle: 0.391, Steer: 0.051, Brake: 0.0","I am currently following a route instruction to turn left at an upcoming intersection, but there is no immediate indication of a red traffic light or other hazards that would require me to stop. The current speed and steering input suggest I am navigating through a curve, so I should continue to adjust my trajectory accordingly."
263,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.433, Steer: 0.054, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate indication of an intersection or traffic light ahead. The current speed and steering input suggest that the vehicle is navigating through a straight section of road. To maintain safe navigation, I should continue to follow the current trajectory while monitoring for any changes in the environment."
264,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.42, Steer: 0.054, Brake: 0.0","I am approaching a turn instruction to turn left, but there is no immediate indication of an intersection or traffic light ahead. The current speed and steering input suggest that the vehicle is currently on a straight section of road. To maintain safe navigation, I will continue to follow the GPS route instruction while monitoring for any changes in road geometry or traffic conditions."
265,None,None,Slight Right / Follow Curve,Maintain Current Course,False,"Throttle: 0.408, Steer: 0.054, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate indication of an intersection or a need to slow down. The current speed and steering inputs suggest that the vehicle is navigating through a straight section of road."
266,None,None,Slight Right / Follow Curve,Continue Straight / Prepare for Turn,False,"Throttle: 0.406 (maintain current speed), Steer: 0.054 (begin gentle left turn preparation), Brake: 0.0","I am approaching a turn instruction to turn left, but there is no immediate need for braking or yielding as there are no traffic lights in sight. However, I must continue to follow the GPS route instruction and prepare for the upcoming turn."
267,None,None,Slight Right / Follow Curve,Continue Straight / Prepare for Turn,False,"Throttle: 0.4, Steer: 0.05, Brake: 0.0","I am approaching a turn instruction to turn left, but there is no immediate need for braking or yielding as there are no traffic lights in sight. However, I must continue to follow the GPS route instruction and prepare for the upcoming turn."
268,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.403, Steer: 0.054, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate intersection or traffic light ahead. I need to continue driving while maintaining lane keeping and prepare for the upcoming turn."
269,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.401, Steer: 0.054, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate intersection or traffic light ahead. I need to continue driving while maintaining lane keeping and preparing for the upcoming turn."
270,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.397, Steer: 0.055, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate intersection or traffic light ahead. I need to continue driving while maintaining lane keeping and preparing for the upcoming turn."
271,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.395, Steer: 0.054, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate intersection or traffic light ahead. I need to continue driving while maintaining lane keeping and preparing for the upcoming turn."
272,None,None,Slight Right / Follow Curve,Gradual Deceleration,False,"Throttle: 0.2, Steer: 0.053, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate intersection or traffic light in sight. The current speed and steering input suggest that the vehicle is on a straight section of road. To maintain safe driving and prepare for the upcoming turn, I should slow down gradually."
273,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.386, Steer: 0.053, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate intersection or traffic light ahead. I need to continue driving while maintaining lane keeping and preparing for the upcoming turn."
274,None,None,Slight Right / Follow Curve,Continue Straight,False,"Throttle: 0.384, Steer: 0.053, Brake: 0.0","I am currently following a left turn instruction from the GPS route, but there is no immediate intersection or traffic light ahead. I need to continue driving while maintaining lane keeping and preparing for the upcoming turn."
275,None,None,Light Acceleration,Maintain Current Speed / Steer Adjustment,False,"Throttle: 0.384, Steer: 0.052, Brake: 0.0",The current speed is relatively low and the road geometry suggests a gentle curve ahead. I need to maintain lane keeping based on the immediate road geometry while following the GPS route instruction.
276,None,None,Light Acceleration,Maintain Current Speed,False,"Throttle: 0.379, Steer: 0.05, Brake: 0.0","The current speed is relatively low and I am heading towards an intersection where I need to drive straight. There are no traffic lights in sight, so I don't need to brake or stop suddenly. However, I should maintain a safe distance from any potential obstacles on the road."
277,None,None,Light Acceleration,Maintain Current Speed,False,"Throttle: 0.378, Steer: 0.05, Brake: 0.0","The current speed is relatively low and I am heading towards an intersection where I need to drive straight. There are no traffic lights in sight, so I don't need to brake or stop suddenly. However, I should maintain a safe distance from any potential obstacles on the road."
