Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
536,Red,vehicle,Slight Right / Follow Curve,Slight Right / Follow Curve,True,"Throttle: 0.442, Steer: 0.072, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
537,Green,vehicle,Light Acceleration,Slight Right / Follow Curve,False,"Throttle: 0.462, Steer: 0.113, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield. I am steering right to follow the road curve or make a turn."
538,Green,vehicle,Slight Left / Follow Curve,Slight Left / Follow Curve,True,"Throttle: 0.456, Steer: -0.058, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
539,Green,vehicle,Slight Left / Follow Curve,Slight Left / Follow Curve,True,"Throttle: 0.456, Steer: -0.068, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
540,Green,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: -0.023, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
541,Green,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
542,Green,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
543,Green,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
544,Green,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
545,Green,vehicle,Decelerate,Light Acceleration,False,"Throttle: 0.454, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
546,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield."
547,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
548,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
549,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
550,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
551,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
552,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
553,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
554,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
555,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
556,Green,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
557,Yellow,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
558,Yellow,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
559,Yellow,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
560,Yellow,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
561,Yellow,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
562,Yellow,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
563,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
564,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
565,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
566,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
567,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
568,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
569,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
570,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield."
571,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
572,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.002, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
573,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.002, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
574,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.002, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
575,Red,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.418, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
576,Red,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.411, Steer: -0.0, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
577,Red,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.491, Steer: -0.0, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
578,Green,vehicle,Slight Right / Follow Curve,Light Acceleration,False,"Throttle: 0.438, Steer: -0.001, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
579,Green,vehicle,Sharp Right Turn,Slight Right / Follow Curve,False,"Throttle: 0.509, Steer: 0.255, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield. I am steering right to follow the road curve or make a turn."
580,Green,vehicle,Sharp Right Turn,Sharp Right Turn,True,"Throttle: 0.473, Steer: 0.399, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield. I am steering right to follow the road curve or make a turn."
581,None,None,Sharp Right Turn,Slight Right / Follow Curve,False,"Throttle: 0.442, Steer: 0.275, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'. I am steering right to follow the road curve or make a turn.
582,None,None,Slight Right / Follow Curve,Slight Left / Follow Curve,False,"Throttle: 0.442, Steer: -0.062, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
583,None,None,Slight Left / Follow Curve,Slight Left / Follow Curve,True,"Throttle: 0.46, Steer: -0.098, Brake: 0.0",The path is clear. I will follow the route instruction to 'Turn Right'.
584,None,vehicle,Slight Left / Follow Curve,Slight Left / Follow Curve,True,"Throttle: 0.45, Steer: -0.062, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
585,None,vehicle,Slight Left / Follow Curve,Light Acceleration,False,"Throttle: 0.454, Steer: -0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
586,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: -0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
587,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.455, Steer: -0.009, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
588,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.016, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
589,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
590,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
591,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
592,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
593,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
594,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
595,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
596,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
597,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
598,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
599,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
600,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
601,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
602,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
603,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
604,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
605,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
606,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
607,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
608,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
609,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
610,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
611,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
612,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
613,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.026, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
614,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.026, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
615,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.024, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
616,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
617,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
618,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
619,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
620,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
621,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
622,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
623,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
624,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
625,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
626,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
627,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
628,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
629,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
630,None,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.454, Steer: 0.028, Brake: 0.0","There is a vehicle in my path, requiring me to brake or yield."
631,Red,vehicle,Decelerate,Light Acceleration,False,"Throttle: 0.518, Steer: 0.024, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
632,Red,vehicle,Light Acceleration,Maintain Speed / Coasting,False,"Throttle: 0.047, Steer: 0.028, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
633,Red,vehicle,Light Acceleration,Slight Right / Follow Curve,False,"Throttle: 0.75, Steer: 0.053, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
634,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: 0.027, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
635,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: 0.02, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
636,Red,vehicle,Decelerate,Strong Acceleration,False,"Throttle: 0.75, Steer: 0.019, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
637,Red,vehicle,Light Acceleration,Maintain Speed / Coasting,False,"Throttle: 0.05, Steer: 0.019, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
638,Red,vehicle,Light Acceleration,Slight Right / Follow Curve,False,"Throttle: 0.75, Steer: 0.065, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
639,Red,vehicle,Decelerate,Strong Acceleration,False,"Throttle: 0.75, Steer: 0.019, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
640,Red,vehicle,Decelerate,Light Acceleration,False,"Throttle: 0.286, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
641,Red,vehicle,Light Acceleration,Light Acceleration,True,"Throttle: 0.284, Steer: 0.004, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
642,Red,vehicle,Light Acceleration,Strong Acceleration,False,"Throttle: 0.75, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
643,Red,vehicle,Light Acceleration,Strong Acceleration,False,"Throttle: 0.75, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
644,Red,vehicle,Strong Acceleration,Light Acceleration,False,"Throttle: 0.305, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
645,Red,vehicle,Hard Brake / Emergency Stop,Decelerate,False,"Throttle: 0.0, Steer: -0.001, Brake: 0.3","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield."
646,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
647,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
648,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
649,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
650,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
651,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
652,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
653,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
654,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
655,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
656,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
657,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
658,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
659,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
660,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
661,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
662,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
663,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
664,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
665,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: 0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield. I am keeping the vehicle stopped."
666,Red,vehicle,Hard Brake / Emergency Stop,Hard Brake / Emergency Stop,True,"Throttle: 0.0, Steer: -0.001, Brake: 1.0","I am at or approaching a red traffic light, so I am braking to stop safely. There is a vehicle in my path, requiring me to brake or yield."
667,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.003, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
668,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.003, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
669,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.002, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
670,Red,vehicle,Strong Acceleration,Strong Acceleration,True,"Throttle: 0.75, Steer: -0.001, Brake: 0.0","I see a red traffic light ahead. I will prepare to stop soon, but am currently maintaining momentum. There is a vehicle in my path, requiring me to brake or yield."
